CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	2	48	4.00	50
2	8	74	9.76	82
3	12	48	20.00	60
4	12	73	14.12	85
5	13	84	13.40	97
6	16	95	14.41	111
7	9	84	9.68	93
8	11	71	13.41	82
9	11	85	11.46	96
10	6	65	8.45	71
11	16	65	19.75	81
12	7	62	10.14	69
13	12	63	16.00	75
14	8	79	9.20	87
15	17	70	19.54	87
16	10	79	11.24	89
17	10	69	12.66	79
18	7	62	10.14	69
19	12	77	13.48	89
20	13	76	14.61	89
21	10	78	11.36	88
22	11	61	15.28	72
23	10	75	11.76	85
24	9	58	13.43	67
25	7	67	9.46	74
26	11	68	13.92	79
27	15	67	18.29	82
28	12	65	15.58	77
29	11	65	14.47	76
30	10	57	14.93	67
31	15	70	17.65	85
32	7	73	8.75	80
33	15	69	17.86	84
34	12	78	13.33	90
35	11	64	14.67	75
36	6	71	7.79	77
37	9	55	14.06	64
38	13	58	18.31	71
39	13	64	16.88	77
40	9	81	10.00	90
41	10	60	14.29	70
42	3	89	3.26	92
43	17	77	18.09	94
44	12	82	12.77	94
45	10	64	13.51	74
46	11	62	15.07	73
47	17	76	18.28	93
48	12	79	13.19	91
49	9	67	11.84	76
50	12	62	16.22	74
51	11	64	14.67	75
52	12	69	14.81	81
53	18	93	16.22	111
54	9	78	10.34	87
55	13	61	17.57	74
56	15	61	19.74	76
57	8	71	10.13	79
58	12	69	14.81	81
59	7	71	8.97	78
60	8	59	11.94	67
61	7	54	11.48	61
62	20	80	20.00	100
63	12	65	15.58	77
64	9	76	10.59	85
65	13	60	17.81	73
66	9	80	10.11	89
67	16	72	18.18	88
68	10	70	12.50	80
69	4	82	4.65	86
70	6	67	8.22	73
71	10	64	13.51	74
72	11	60	15.49	71
73	10	67	12.99	77
74	8	68	10.53	76
75	12	70	14.63	82
76	7	75	8.54	82
77	12	60	16.67	72
78	15	52	22.39	67
79	13	71	15.48	84
80	8	71	10.13	79
81	10	78	11.36	88
82	17	63	21.25	80
83	12	66	15.38	78
84	12	66	15.38	78
85	6	79	7.06	85
86	12	68	15.00	80
87	10	68	12.82	78
88	7	61	10.29	68
89	10	74	11.90	84
90	2	69	2.82	71
91	10	70	12.50	80
92	11	58	15.94	69
93	7	74	8.64	81
94	5	77	6.10	82
95	11	71	13.41	82
96	16	67	19.28	83
97	8	72	10.00	80
98	4	83	4.60	87
99	9	78	10.34	87
100	12	55	17.91	67
101	9	79	10.23	88
102	6	73	7.59	79
103	16	72	18.18	88
104	5	65	7.14	70
105	10	79	11.24	89
106	3	69	4.17	72
107	11	71	13.41	82
108	8	58	12.12	66
109	9	78	10.34	87
110	19	65	22.62	84
111	5	76	6.17	81
112	10	72	12.20	82
113	14	78	15.22	92
114	19	80	19.19	99
115	16	78	17.02	94
116	13	64	16.88	77
117	9	78	10.34	87
118	9	71	11.25	80
119	3	71	4.05	74
120	12	69	14.81	81
121	10	76	11.63	86
122	6	73	7.59	79
123	11	69	13.75	80
124	8	73	9.88	81
125	14	65	17.72	79
126	10	65	13.33	75
127	7	74	8.64	81
128	11	70	13.58	81
129	11	92	10.68	103
130	9	58	13.43	67
131	10	65	13.33	75
132	10	70	12.50	80
133	7	75	8.54	82
134	8	59	11.94	67
135	6	74	7.50	80
136	9	69	11.54	78
137	14	62	18.42	76
138	12	78	13.33	90
139	12	72	14.29	84
140	10	58	14.71	68
141	10	75	11.76	85
142	8	58	12.12	66
143	7	58	10.77	65
144	9	57	13.64	66
145	8	56	12.50	64
146	10	58	14.71	68
147	6	54	10.00	60
148	7	58	10.77	65
149	9	62	12.68	71
150	12	66	15.38	78
151	10	56	15.15	66

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	3	132	2.22	135
2	0	100	0.00	100
3	2	70	2.78	72
4	2	108	1.82	110
5	1	110	0.90	111
6	1	123	0.81	124
7	0	123	0.00	123
8	1	105	0.94	106
9	0	93	0.00	93
10	0	96	0.00	96
11	1	121	0.82	122
