CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	62	1.59	63
2	13	93	12.26	106
3	9	50	15.25	59
4	12	71	14.46	83
5	14	57	19.72	71
6	24	96	20.00	120
7	14	83	14.43	97
8	12	72	14.29	84
9	11	85	11.46	96
10	5	84	5.62	89
11	9	79	10.23	88
12	13	75	14.77	88
13	7	66	9.59	73
14	11	73	13.10	84
15	12	74	13.95	86
16	8	81	8.99	89
17	11	76	12.64	87
18	12	70	14.63	82
19	8	67	10.67	75
20	4	87	4.40	91
21	10	65	13.33	75
22	8	72	10.00	80
23	13	68	16.05	81
24	11	86	11.34	97
25	4	77	4.94	81
26	12	75	13.79	87
27	10	83	10.75	93
28	7	68	9.33	75
29	11	74	12.94	85
30	19	61	23.75	80
31	12	59	16.90	71
32	10	84	10.64	94
33	13	65	16.67	78
34	13	68	16.05	81
35	14	67	17.28	81
36	16	74	17.78	90
37	9	80	10.11	89
38	13	72	15.29	85
39	11	91	10.78	102
40	8	89	8.25	97
41	8	71	10.13	79
42	11	61	15.28	72
43	3	73	3.95	76
44	19	89	17.59	108
45	8	75	9.64	83
46	8	71	10.13	79
47	13	73	15.12	86
48	13	70	15.66	83
49	8	63	11.27	71
50	12	64	15.79	76
51	9	73	10.98	82
52	12	62	16.22	74
53	13	74	14.94	87
54	18	86	17.31	104
55	11	71	13.41	82
56	15	70	17.65	85
57	11	85	11.46	96
58	10	65	13.33	75
59	13	69	15.85	82
60	16	79	16.84	95
61	7	80	8.05	87
62	11	72	13.25	83
63	7	56	11.11	63
64	14	68	17.07	82
65	11	82	11.83	93
66	10	72	12.20	82
67	13	64	16.88	77
68	14	70	16.67	84
69	7	68	9.33	75
70	11	67	14.10	78
71	16	82	16.33	98
72	12	71	14.46	83
73	14	69	16.87	83
74	12	76	13.64	88
75	4	77	4.94	81
76	12	80	13.04	92
77	8	69	10.39	77
78	9	85	9.57	94
79	12	70	14.63	82
80	13	76	14.61	89
81	13	70	15.66	83
82	13	63	17.11	76
83	9	79	10.23	88
84	14	85	14.14	99
85	6	70	7.89	76
86	10	77	11.49	87
87	6	63	8.70	69
88	6	69	8.00	75
89	12	73	14.12	85
90	6	82	6.82	88
91	9	82	9.89	91
92	4	82	4.65	86
93	7	75	8.54	82
94	15	64	18.99	79
95	15	67	18.29	82
96	6	69	8.00	75
97	9	83	9.78	92
98	8	68	10.53	76
99	10	67	12.99	77
100	12	58	17.14	70
101	12	70	14.63	82
102	11	63	14.86	74
103	10	60	14.29	70
104	9	72	11.11	81
105	11	66	14.29	77
106	10	77	11.49	87
107	9	65	12.16	74
108	6	86	6.52	92
109	11	78	12.36	89
110	9	96	8.57	105
111	9	73	10.98	82
112	8	81	8.99	89
113	5	67	6.94	72
114	13	54	19.40	67
115	13	70	15.66	83
116	6	77	7.23	83
117	6	81	6.90	87
118	19	77	19.79	96
119	8	47	14.55	55
120	8	84	8.70	92
121	5	79	5.95	84
122	16	59	21.33	75
123	7	64	9.86	71
124	9	69	11.54	78
125	13	66	16.46	79
126	12	51	19.05	63
127	14	84	14.29	98
128	12	84	12.50	96
129	17	83	17.00	100
130	8	75	9.64	83
131	9	63	12.50	72
132	13	63	17.11	76
133	9	69	11.54	78
134	10	71	12.35	81
135	10	76	11.63	86
136	9	74	10.84	83
137	14	60	18.92	74
138	10	70	12.50	80
139	14	71	16.47	85
140	15	68	18.07	83
141	11	63	14.86	74
142	12	69	14.81	81
143	5	74	6.33	79
144	11	68	13.92	79
145	11	78	12.36	89
146	8	66	10.81	74
147	9	64	12.33	73
148	13	80	13.98	93
149	15	61	19.74	76
150	7	71	8.97	78
151	16	51	23.88	67

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	133	0.75	134
2	0	108	0.00	108
3	0	91	0.00	91
4	1	97	1.02	98
5	1	120	0.83	121
6	1	118	0.84	119
7	0	115	0.00	115
8	1	113	0.88	114
9	1	120	0.83	121
10	0	102	0.00	102
11	0	131	0.00	131
12	1	120	0.83	121
13	0	116	0.00	116
14	0	124	0.00	124
15	0	107	0.00	107
16	0	107	0.00	107
17	0	110	0.00	110
18	0	122	0.00	122
19	1	121	0.82	122
20	1	114	0.87	115
21	0	119	0.00	119
22	2	111	1.77	113
23	0	130	0.00	130
24	0	110	0.00	110
25	1	105	0.94	106
26	1	129	0.77	130
27	1	91	1.09	92
28	1	125	0.79	126
29	1	111	0.89	112
30	2	96	2.04	98
31	1	110	0.90	111
32	0	139	0.00	139
33	1	122	0.81	123
34	2	110	1.79	112
35	0	132	0.00	132
36	0	108	0.00	108
37	1	110	0.90	111
38	0	116	0.00	116
39	2	110	1.79	112
40	0	97	0.00	97
41	1	117	0.85	118
42	1	97	1.02	98
43	1	118	0.84	119
44	0	116	0.00	116
45	1	109	0.91	110
46	1	103	0.96	104
47	1	121	0.82	122
48	0	98	0.00	98
49	0	133	0.00	133
50	0	112	0.00	112
51	2	121	1.63	123
52	0	127	0.00	127
53	0	109	0.00	109
54	0	101	0.00	101
55	1	111	0.89	112
56	3	125	2.34	128
57	0	104	0.00	104
58	1	114	0.87	115
59	2	108	1.82	110
60	0	109	0.00	109
61	2	125	1.57	127
62	1	111	0.89	112
63	0	123	0.00	123
64	0	91	0.00	91
65	0	116	0.00	116
66	0	118	0.00	118
67	0	126	0.00	126
68	1	122	0.81	123
69	1	110	0.90	111
70	0	100	0.00	100
71	0	123	0.00	123
72	1	131	0.76	132
73	2	115	1.71	117
74	0	88	0.00	88
75	0	135	0.00	135
76	0	102	0.00	102
77	3	111	2.63	114
78	0	125	0.00	125
79	1	129	0.77	130
80	1	119	0.83	120
81	0	102	0.00	102
82	2	114	1.72	116
83	0	98	0.00	98
84	2	109	1.80	111
85	3	119	2.46	122
86	0	123	0.00	123
87	2	110	1.79	112
88	1	87	1.14	88
89	0	122	0.00	122
90	1	119	0.83	120
91	0	119	0.00	119
92	2	107	1.83	109
93	1	138	0.72	139
94	1	127	0.78	128
95	1	96	1.03	97
96	0	117	0.00	117
97	0	111	0.00	111
98	0	108	0.00	108
99	1	98	1.01	99
100	2	113	1.74	115
101	0	112	0.00	112
102	0	104	0.00	104
