CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	58	1.69	59
2	10	77	11.49	87
3	16	42	27.59	58
4	9	84	9.68	93
5	7	68	9.33	75
6	11	83	11.70	94
7	9	74	10.84	83
8	6	67	8.22	73
9	9	86	9.47	95
10	4	79	4.82	83
11	11	61	15.28	72
12	9	51	15.00	60
13	12	67	15.19	79
14	12	54	18.18	66
15	9	73	10.98	82
16	10	70	12.50	80
17	11	62	15.07	73
18	9	86	9.47	95
19	10	78	11.36	88
20	10	72	12.20	82
21	6	67	8.22	73
22	13	78	14.29	91
23	11	76	12.64	87
24	6	63	8.70	69
25	9	84	9.68	93
26	11	71	13.41	82
27	8	65	10.96	73
28	6	68	8.11	74
29	15	65	18.75	80
30	13	54	19.40	67
31	14	65	17.72	79
32	13	61	17.57	74
33	11	66	14.29	77
34	12	77	13.48	89
35	15	63	19.23	78
36	10	72	12.20	82
37	13	67	16.25	80
38	16	59	21.33	75
39	13	72	15.29	85
40	9	57	13.64	66
41	9	52	14.75	61
42	15	85	15.00	100
43	8	84	8.70	92
44	8	68	10.53	76
45	9	64	12.33	73
46	13	65	16.67	78
47	14	87	13.86	101
48	6	69	8.00	75
49	8	76	9.52	84
50	8	63	11.27	71
51	9	81	10.00	90
52	15	82	15.46	97
53	16	67	19.28	83
54	8	72	10.00	80
55	8	73	9.88	81
56	12	62	16.22	74
57	8	57	12.31	65
58	9	78	10.34	87
59	11	69	13.75	80
60	13	73	15.12	86
61	7	66	9.59	73
62	8	55	12.70	63
63	8	67	10.67	75
64	7	46	13.21	53
65	10	79	11.24	89
66	3	69	4.17	72
67	15	77	16.30	92
68	6	66	8.33	72
69	10	70	12.50	80
70	9	79	10.23	88
71	11	75	12.79	86
72	14	65	17.72	79
73	14	69	16.87	83
74	6	65	8.45	71
75	9	81	10.00	90
76	13	69	15.85	82
77	4	72	5.26	76
78	9	50	15.25	59
79	6	70	7.89	76
80	5	75	6.25	80
81	7	79	8.14	86
82	8	65	10.96	73
83	13	62	17.33	75
84	12	60	16.67	72
85	9	59	13.24	68
86	13	84	13.40	97
87	9	74	10.84	83
88	10	60	14.29	70
89	10	54	15.62	64
90	10	71	12.35	81
91	11	66	14.29	77
92	8	64	11.11	72
93	9	76	10.59	85
94	9	78	10.34	87
95	16	62	20.51	78
96	7	65	9.72	72
97	8	60	11.76	68
98	12	53	18.46	65
99	8	57	12.31	65
100	13	82	13.68	95
101	5	59	7.81	64
102	12	83	12.63	95
103	11	71	13.41	82
104	15	56	21.13	71
105	5	69	6.76	74
106	15	58	20.55	73
107	12	67	15.19	79
