CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	3	59	4.84	62
2	8	86	8.51	94
3	6	39	13.33	45
4	17	98	14.78	115
5	12	80	13.04	92
6	10	103	8.85	113
7	9	70	11.39	79
8	5	77	6.10	82
9	10	71	12.35	81
10	9	74	10.84	83
11	13	82	13.68	95
12	11	98	10.09	109
13	12	59	16.90	71
14	6	80	6.98	86
15	6	78	7.14	84
16	13	85	13.27	98
17	12	83	12.63	95
18	16	63	20.25	79
19	12	55	17.91	67
20	12	91	11.65	103
21	10	75	11.76	85
22	15	89	14.42	104
23	14	95	12.84	109
24	9	67	11.84	76
25	5	71	6.58	76
26	8	76	9.52	84
27	11	68	13.92	79
28	19	78	19.59	97
29	5	88	5.38	93
30	12	64	15.79	76
31	9	72	11.11	81
32	10	80	11.11	90
33	9	75	10.71	84
34	6	74	7.50	80
35	11	72	13.25	83
36	16	86	15.69	102
37	16	77	17.20	93
38	7	68	9.33	75
39	12	74	13.95	86
40	10	86	10.42	96
41	14	93	13.08	107
42	13	78	14.29	91
43	10	75	11.76	85
44	9	76	10.59	85
45	10	73	12.05	83
46	15	87	14.71	102
47	7	84	7.69	91
48	8	85	8.60	93
49	6	80	6.98	86
50	11	71	13.41	82
51	11	82	11.83	93
52	16	68	19.05	84
53	13	65	16.67	78
54	8	76	9.52	84
55	13	74	14.94	87
56	5	90	5.26	95
57	11	78	12.36	89
58	11	89	11.00	100
59	9	73	10.98	82
60	9	82	9.89	91
61	7	73	8.75	80
62	9	80	10.11	89
63	10	77	11.49	87
64	12	80	13.04	92
65	7	83	7.78	90
66	12	70	14.63	82
67	11	80	12.09	91
68	12	94	11.32	106
69	5	74	6.33	79
70	11	82	11.83	93
71	9	68	11.69	77
72	20	81	19.80	101
73	10	64	13.51	74
74	11	63	14.86	74
75	5	77	6.10	82
76	5	79	5.95	84
77	18	66	21.43	84
78	9	75	10.71	84
79	10	62	13.89	72
80	12	72	14.29	84
81	8	78	9.30	86
82	6	79	7.06	85
83	11	65	14.47	76
84	9	91	9.00	100
85	10	79	11.24	89
86	10	61	14.08	71
87	8	65	10.96	73
88	14	84	14.29	98
89	12	94	11.32	106
90	12	76	13.64	88
91	9	80	10.11	89
92	12	77	13.48	89
93	9	77	10.47	86
94	11	75	12.79	86
95	13	103	11.21	116
96	12	73	14.12	85
97	10	77	11.49	87
98	9	82	9.89	91
99	17	69	19.77	86
100	13	93	12.26	106
101	9	70	11.39	79
102	13	83	13.54	96
103	12	80	13.04	92
104	11	84	11.58	95
105	11	73	13.10	84
106	7	106	6.19	113
107	9	77	10.47	86
108	10	85	10.53	95
109	14	72	16.28	86
110	11	86	11.34	97
111	7	81	7.95	88
112	9	87	9.38	96
113	8	61	11.59	69
114	10	70	12.50	80
115	12	80	13.04	92
116	12	60	16.67	72
117	5	86	5.49	91
118	13	73	15.12	86
119	8	85	8.60	93
120	17	81	17.35	98
121	12	73	14.12	85
122	4	71	5.33	75
123	12	84	12.50	96
124	14	69	16.87	83
125	9	75	10.71	84
126	10	73	12.05	83
127	5	77	6.10	82
128	13	92	12.38	105
129	10	81	10.99	91
130	15	64	18.99	79
131	12	77	13.48	89
132	8	83	8.79	91
133	12	78	13.33	90
134	12	71	14.46	83
135	9	71	11.25	80
136	12	77	13.48	89
137	9	94	8.74	103
138	8	80	9.09	88
139	5	64	7.25	69
140	7	70	9.09	77
141	12	70	14.63	82
142	11	70	13.58	81
143	9	76	10.59	85
144	6	79	7.06	85
145	8	76	9.52	84
146	10	62	13.89	72
147	9	74	10.84	83
148	17	76	18.28	93
149	14	67	17.28	81
150	11	57	16.18	68
151	19	69	21.59	88

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	139	0.71	140
2	0	112	0.00	112
3	0	109	0.00	109
4	1	124	0.80	125
5	2	123	1.60	125
6	2	118	1.67	120
7	0	98	0.00	98
8	0	97	0.00	97
9	0	111	0.00	111
10	0	109	0.00	109
11	0	126	0.00	126
12	2	102	1.92	104
13	0	115	0.00	115
14	0	114	0.00	114
15	1	100	0.99	101
16	0	119	0.00	119
17	1	113	0.88	114
18	0	104	0.00	104
19	1	126	0.79	127
20	0	118	0.00	118
21	0	127	0.00	127
22	1	120	0.83	121
23	0	103	0.00	103
24	1	116	0.85	117
25	0	111	0.00	111
26	3	124	2.36	127
27	1	120	0.83	121
28	0	114	0.00	114
29	2	90	2.17	92
30	0	107	0.00	107
31	0	123	0.00	123
32	0	112	0.00	112
33	0	137	0.00	137
34	0	123	0.00	123
35	1	108	0.92	109
36	1	108	0.92	109
37	0	123	0.00	123
38	0	94	0.00	94
39	0	122	0.00	122
40	0	127	0.00	127
41	1	119	0.83	120
42	1	115	0.86	116
43	0	94	0.00	94
44	1	142	0.70	143
45	1	108	0.92	109
46	0	126	0.00	126
47	0	109	0.00	109
48	2	115	1.71	117
49	1	119	0.83	120
50	0	106	0.00	106
51	0	123	0.00	123
52	1	130	0.76	131
53	1	97	1.02	98
54	1	114	0.87	115
55	0	110	0.00	110
56	1	112	0.88	113
57	0	121	0.00	121
58	1	127	0.78	128
59	2	117	1.68	119
60	0	135	0.00	135
61	1	107	0.93	108
62	0	117	0.00	117
63	1	110	0.90	111
64	0	120	0.00	120
65	1	131	0.76	132
66	0	114	0.00	114
