CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	3	50	5.66	53
2	12	94	11.32	106
3	14	50	21.88	64
4	10	95	9.52	105
5	11	80	12.09	91
6	12	95	11.21	107
7	13	79	14.13	92
8	18	76	19.15	94
9	8	81	8.99	89
10	15	69	17.86	84
11	11	78	12.36	89
12	10	79	11.24	89
13	15	91	14.15	106
14	8	72	10.00	80
15	11	81	11.96	92
16	9	75	10.71	84
17	8	75	9.64	83
18	14	75	15.73	89
19	8	71	10.13	79
20	12	83	12.63	95
21	13	75	14.77	88
22	10	89	10.10	99
23	8	71	10.13	79
24	15	91	14.15	106
25	15	75	16.67	90
26	12	90	11.76	102
27	13	75	14.77	88
28	4	86	4.44	90
29	8	83	8.79	91
30	14	72	16.28	86
31	8	90	8.16	98
32	15	63	19.23	78
33	15	99	13.16	114
34	10	83	10.75	93
35	10	76	11.63	86
36	8	75	9.64	83
37	12	67	15.19	79
38	17	74	18.68	91
39	13	72	15.29	85
40	19	72	20.88	91
41	9	75	10.71	84
42	8	93	7.92	101
43	12	87	12.12	99
44	12	83	12.63	95
45	11	79	12.22	90
46	12	80	13.04	92
47	17	77	18.09	94
48	15	83	15.31	98
49	12	76	13.64	88
50	8	91	8.08	99
51	10	94	9.62	104
52	7	99	6.60	106
53	12	78	13.33	90
54	12	91	11.65	103
55	12	70	14.63	82
56	11	80	12.09	91
57	8	75	9.64	83
58	12	92	11.54	104
59	15	81	15.62	96
60	14	87	13.86	101
61	13	74	14.94	87
62	9	98	8.41	107
63	9	84	9.68	93
64	13	88	12.87	101
65	12	77	13.48	89
66	7	100	6.54	107
67	8	71	10.13	79
68	8	86	8.51	94
69	10	77	11.49	87
70	11	88	11.11	99
71	14	108	11.48	122
72	8	75	9.64	83
73	8	97	7.62	105
74	13	91	12.50	104
75	14	81	14.74	95
76	12	70	14.63	82
77	11	84	11.58	95
78	14	76	15.56	90
79	11	83	11.70	94
80	2	82	2.38	84
81	12	84	12.50	96
82	6	101	5.61	107
83	10	84	10.64	94
84	13	77	14.44	90
85	10	113	8.13	123
86	10	67	12.99	77
87	12	85	12.37	97
88	10	82	10.87	92
89	10	88	10.20	98
90	8	94	7.84	102
91	16	66	19.51	82
92	8	91	8.08	99
93	13	75	14.77	88
94	17	86	16.50	103
95	8	77	9.41	85
96	9	101	8.18	110
97	9	82	9.89	91
98	12	84	12.50	96
99	8	93	7.92	101
100	9	77	10.47	86
101	9	80	10.11	89
102	15	87	14.71	102
103	11	81	11.96	92
104	13	74	14.94	87
105	9	78	10.34	87
106	13	77	14.44	90
107	13	68	16.05	81
108	14	74	15.91	88
109	15	87	14.71	102
110	15	94	13.76	109
111	9	67	11.84	76
112	8	97	7.62	105
113	12	82	12.77	94
114	11	85	11.46	96
115	10	92	9.80	102
116	19	95	16.67	114
117	17	74	18.68	91
118	18	72	20.00	90
119	6	102	5.56	108
120	16	71	18.39	87
121	16	82	16.33	98
122	11	88	11.11	99
123	9	96	8.57	105
124	11	91	10.78	102
125	11	82	11.83	93
126	14	87	13.86	101
127	4	77	4.94	81
128	6	73	7.59	79
129	12	80	13.04	92
130	7	73	8.75	80
131	9	75	10.71	84
132	14	76	15.56	90
133	12	79	13.19	91
134	13	86	13.13	99
135	9	66	12.00	75
136	13	88	12.87	101
137	9	75	10.71	84
138	12	71	14.46	83
139	16	67	19.28	83
140	8	77	9.41	85
141	9	89	9.18	98
142	10	85	10.53	95
143	9	85	9.57	94
144	11	64	14.67	75
145	15	82	15.46	97
146	13	61	17.57	74
147	18	79	18.56	97
148	16	93	14.68	109
149	12	81	12.90	93
150	16	72	18.18	88
151	20	74	21.28	94

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	3	164	1.80	167
2	0	107	0.00	107
3	0	99	0.00	99
4	1	101	0.98	102
5	3	106	2.75	109
6	3	136	2.16	139
7	0	110	0.00	110
8	0	105	0.00	105
9	0	123	0.00	123
10	0	126	0.00	126
11	0	126	0.00	126
12	1	138	0.72	139
13	1	113	0.88	114
14	1	120	0.83	121
15	0	112	0.00	112
16	0	116	0.00	116
17	0	126	0.00	126
18	1	125	0.79	126
19	0	106	0.00	106
20	1	129	0.77	130
21	0	125	0.00	125
22	0	100	0.00	100
23	0	124	0.00	124
24	1	123	0.81	124
25	2	115	1.71	117
26	0	116	0.00	116
27	1	138	0.72	139
28	1	131	0.76	132
29	0	108	0.00	108
30	1	110	0.90	111
31	0	108	0.00	108
32	2	130	1.52	132
33	0	122	0.00	122
34	0	117	0.00	117
35	0	122	0.00	122
36	0	126	0.00	126
