CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	5	63	7.35	68
2	24	91	20.87	115
3	8	57	12.31	65
4	8	95	7.77	103
5	13	82	13.68	95
6	19	87	17.92	106
7	12	71	14.46	83
8	9	68	11.69	77
9	11	80	12.09	91
10	8	64	11.11	72
11	7	90	7.22	97
12	13	67	16.25	80
13	10	74	11.90	84
14	8	55	12.70	63
15	8	76	9.52	84
16	6	66	8.33	72
17	14	69	16.87	83
18	12	75	13.79	87
19	8	70	10.26	78
20	12	73	14.12	85
21	15	71	17.44	86
22	9	73	10.98	82
23	5	78	6.02	83
24	7	65	9.72	72
25	5	75	6.25	80
26	9	74	10.84	83
27	7	76	8.43	83
28	9	64	12.33	73
29	11	81	11.96	92
30	11	85	11.46	96
31	14	77	15.38	91
32	9	84	9.68	93
33	10	64	13.51	74
34	11	60	15.49	71
35	14	79	15.05	93
36	16	76	17.39	92
37	13	70	15.66	83
38	8	70	10.26	78
39	5	81	5.81	86
40	5	97	4.90	102
41	13	101	11.40	114
42	12	72	14.29	84
43	6	65	8.45	71
44	12	62	16.22	74
45	11	78	12.36	89
46	12	88	12.00	100
47	11	64	14.67	75
48	13	84	13.40	97
49	8	79	9.20	87
50	6	81	6.90	87
51	6	67	8.22	73
52	8	80	9.09	88
53	8	67	10.67	75
54	8	75	9.64	83
55	13	79	14.13	92
56	11	78	12.36	89
57	12	77	13.48	89
58	16	87	15.53	103
59	15	68	18.07	83
60	10	75	11.76	85
61	10	94	9.62	104
62	11	66	14.29	77
63	9	73	10.98	82
64	9	81	10.00	90
65	9	66	12.00	75
66	9	92	8.91	101
67	16	76	17.39	92
68	11	70	13.58	81
69	9	75	10.71	84
70	9	69	11.54	78
71	8	70	10.26	78
72	13	73	15.12	86
73	10	77	11.49	87
74	9	86	9.47	95
75	13	74	14.94	87
76	13	58	18.31	71
77	10	70	12.50	80
78	6	87	6.45	93
79	11	76	12.64	87
80	11	66	14.29	77
81	8	73	9.88	81
82	6	72	7.69	78
83	13	78	14.29	91
84	4	78	4.88	82
85	12	69	14.81	81
86	6	77	7.23	83
87	8	75	9.64	83
88	13	68	16.05	81
