CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	2	62	3.12	64
2	12	76	13.64	88
3	9	47	16.07	56
4	11	74	12.94	85
5	9	75	10.71	84
6	9	86	9.47	95
7	9	58	13.43	67
8	8	68	10.53	76
9	11	70	13.58	81
10	8	64	11.11	72
11	11	71	13.41	82
12	14	80	14.89	94
13	6	82	6.82	88
14	7	61	10.29	68
15	6	60	9.09	66
16	6	73	7.59	79
17	9	65	12.16	74
18	5	82	5.75	87
19	8	54	12.90	62
20	8	75	9.64	83
21	7	80	8.05	87
22	13	68	16.05	81
23	12	65	15.58	77
24	10	68	12.82	78
25	10	66	13.16	76
26	10	62	13.89	72
27	7	57	10.94	64
28	12	75	13.79	87
29	10	69	12.66	79
30	12	72	14.29	84
31	9	89	9.18	98
32	9	65	12.16	74
33	5	56	8.20	61
34	12	73	14.12	85
35	9	79	10.23	88
36	6	80	6.98	86
37	10	92	9.80	102
38	14	66	17.50	80
39	17	52	24.64	69
40	14	63	18.18	77
41	8	76	9.52	84
42	15	78	16.13	93
43	9	67	11.84	76
44	12	66	15.38	78
45	14	84	14.29	98
46	8	74	9.76	82
47	14	69	16.87	83
48	9	78	10.34	87
49	6	78	7.14	84
50	8	73	9.88	81
51	7	71	8.97	78
52	8	73	9.88	81
53	5	57	8.06	62
54	6	65	8.45	71
55	10	60	14.29	70
56	12	90	11.76	102
57	11	69	13.75	80
58	9	66	12.00	75
59	8	90	8.16	98
60	7	68	9.33	75
61	9	67	11.84	76
62	8	62	11.43	70
63	6	67	8.22	73
64	3	72	4.00	75
65	11	67	14.10	78
66	5	66	7.04	71
67	7	85	7.61	92
68	9	67	11.84	76
69	10	74	11.90	84
70	7	65	9.72	72
71	15	68	18.07	83
72	12	65	15.58	77
73	5	66	7.04	71
74	10	85	10.53	95
75	4	76	5.00	80
76	9	64	12.33	73
77	6	75	7.41	81
78	9	80	10.11	89
79	11	59	15.71	70
80	9	63	12.50	72
81	7	83	7.78	90
82	12	59	16.90	71
83	5	70	6.67	75
84	10	74	11.90	84
85	10	78	11.36	88
86	15	84	15.15	99
87	7	63	10.00	70
88	12	75	13.79	87
89	5	66	7.04	71
90	6	74	7.50	80
91	10	58	14.71	68
92	6	65	8.45	71
93	8	60	11.76	68
94	5	58	7.94	63
95	10	72	12.20	82
96	14	65	17.72	79
97	9	69	11.54	78
98	7	69	9.21	76
99	11	83	11.70	94
100	3	69	4.17	72
101	10	63	13.70	73
102	11	92	10.68	103
103	11	79	12.22	90
104	11	62	15.07	73
105	11	72	13.25	83
106	6	70	7.89	76
107	7	77	8.33	84
108	11	79	12.22	90
109	5	61	7.58	66
110	14	72	16.28	86
111	4	48	7.69	52
112	9	70	11.39	79
113	10	75	11.76	85
114	3	79	3.66	82
115	7	84	7.69	91
116	8	59	11.94	67
117	9	62	12.68	71
118	9	60	13.04	69
119	6	70	7.89	76
120	8	61	11.59	69
121	12	68	15.00	80
122	7	74	8.64	81
123	7	77	8.33	84
124	8	62	11.43	70
125	13	60	17.81	73
126	10	75	11.76	85
127	8	65	10.96	73
128	8	69	10.39	77
129	9	72	11.11	81
130	5	71	6.58	76
131	9	74	10.84	83
132	8	67	10.67	75
133	13	82	13.68	95
134	10	62	13.89	72
135	9	71	11.25	80
136	10	69	12.66	79
137	8	80	9.09	88
138	10	61	14.08	71
139	12	60	16.67	72
140	11	79	12.22	90
141	11	69	13.75	80
142	5	70	6.67	75
143	12	66	15.38	78
144	10	73	12.05	83
145	9	71	11.25	80
146	10	53	15.87	63
147	14	60	18.92	74
148	12	65	15.58	77
149	10	69	12.66	79
150	17	56	23.29	73
151	19	87	17.92	106

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	113	0.00	113
2	1	107	0.93	108
3	0	81	0.00	81
4	1	122	0.81	123
5	0	127	0.00	127
6	1	112	0.88	113
7	0	103	0.00	103
8	0	109	0.00	109
9	0	113	0.00	113
10	1	105	0.94	106
11	0	107	0.00	107
12	1	125	0.79	126
13	0	96	0.00	96
14	0	118	0.00	118
15	0	108	0.00	108
16	2	100	1.96	102
17	1	113	0.88	114
18	2	114	1.72	116
19	2	102	1.92	104
20	1	131	0.76	132
21	0	107	0.00	107
22	0	110	0.00	110
23	0	114	0.00	114
24	1	116	0.85	117
25	1	103	0.96	104
26	0	123	0.00	123
27	0	113	0.00	113
28	0	117	0.00	117
29	0	120	0.00	120
30	2	110	1.79	112
31	0	95	0.00	95
32	0	117	0.00	117
33	0	116	0.00	116
34	0	108	0.00	108
35	0	114	0.00	114
36	2	113	1.74	115
37	0	93	0.00	93
38	1	94	1.05	95
39	1	115	0.86	116
40	0	118	0.00	118
41	1	115	0.86	116
42	0	114	0.00	114
43	0	105	0.00	105
44	1	102	0.97	103
45	2	100	1.96	102
46	0	110	0.00	110
47	1	114	0.87	115
48	2	105	1.87	107
49	1	113	0.88	114
50	1	88	1.12	89
51	0	133	0.00	133
52	1	99	1.00	100
53	1	131	0.76	132
54	0	114	0.00	114
55	2	120	1.64	122
56	1	109	0.91	110
57	0	90	0.00	90
58	0	104	0.00	104
59	0	120	0.00	120
60	1	102	0.97	103
61	0	120	0.00	120
62	0	112	0.00	112
63	0	116	0.00	116
64	0	116	0.00	116
65	0	117	0.00	117
66	1	113	0.88	114
67	1	107	0.93	108
68	0	115	0.00	115
69	0	111	0.00	111
70	1	112	0.88	113
71	1	102	0.97	103
72	1	92	1.08	93
73	0	109	0.00	109
74	0	121	0.00	121
75	1	130	0.76	131
76	0	91	0.00	91
77	0	124	0.00	124
78	0	110	0.00	110
79	0	109	0.00	109
80	0	133	0.00	133
81	1	117	0.85	118
82	0	118	0.00	118
83	1	110	0.90	111
84	0	108	0.00	108
85	1	112	0.88	113
86	1	109	0.91	110
87	3	100	2.91	103
88	0	111	0.00	111
89	0	116	0.00	116
90	1	104	0.95	105
91	2	112	1.75	114
92	1	111	0.89	112
93	1	127	0.78	128
94	0	101	0.00	101
95	3	126	2.33	129
96	1	118	0.84	119
97	0	92	0.00	92
98	2	92	2.13	94
99	0	104	0.00	104
100	2	109	1.80	111
101	1	104	0.95	105
102	2	100	1.96	102
103	3	115	2.54	118
104	0	107	0.00	107
105	0	120	0.00	120
106	0	112	0.00	112
107	0	102	0.00	102
108	2	119	1.65	121
109	3	128	2.29	131
110	1	98	1.01	99
111	0	104	0.00	104
112	0	118	0.00	118
113	2	99	1.98	101
114	0	114	0.00	114
115	0	108	0.00	108
116	0	96	0.00	96
117	0	81	0.00	81
118	0	100	0.00	100
119	0	119	0.00	119
120	1	115	0.86	116
121	1	107	0.93	108
122	1	107	0.93	108
123	1	84	1.18	85
124	2	103	1.90	105
125	0	116	0.00	116
126	0	100	0.00	100
127	0	96	0.00	96
128	1	106	0.93	107
129	1	114	0.87	115
130	0	94	0.00	94
131	2	114	1.72	116
132	1	105	0.94	106
133	1	101	0.98	102
134	1	93	1.06	94
135	1	109	0.91	110
136	3	87	3.33	90
137	2	99	1.98	101
138	2	89	2.20	91
139	1	103	0.96	104
140	6	109	5.22	115
141	3	109	2.68	112
142	2	96	2.04	98
143	4	112	3.45	116
144	0	121	0.00	121
145	3	84	3.45	87
146	2	92	2.13	94
147	5	90	5.26	95
148	4	97	3.96	101
149	7	105	6.25	112
150	7	87	7.45	94
151	11	84	11.58	95

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	2	435	0.46	437
2	5	420	1.18	425
3	5	356	1.39	361
4	5	434	1.14	439
5	3	491	0.61	494
6	2	547	0.36	549
7	0	420	0.00	420
8	5	465	1.06	470
9	3	525	0.57	528
10	3	484	0.62	487
11	6	486	1.22	492
12	3	518	0.58	521
13	0	490	0.00	490
14	3	495	0.60	498
15	3	516	0.58	519
16	4	511	0.78	515
17	1	505	0.20	506
18	3	483	0.62	486
19	4	491	0.81	495
20	3	518	0.58	521
21	4	515	0.77	519
22	1	522	0.19	523
23	5	505	0.98	510
24	1	520	0.19	521
25	0	509	0.00	509
26	6	489	1.21	495
27	7	545	1.27	552
28	1	518	0.19	519
29	2	468	0.43	470
30	4	473	0.84	477
31	0	493	0.00	493
32	5	498	0.99	503
33	5	476	1.04	481
34	1	461	0.22	462
35	3	505	0.59	508
36	3	526	0.57	529
37	2	474	0.42	476
38	3	495	0.60	498
39	2	477	0.42	479
40	2	461	0.43	463
41	7	497	1.39	504
42	3	537	0.56	540
43	7	515	1.34	522
44	1	491	0.20	492
45	4	480	0.83	484
46	3	505	0.59	508
47	3	530	0.56	533
48	4	520	0.76	524
49	6	469	1.26	475
50	1	478	0.21	479
51	3	500	0.60	503
52	5	517	0.96	522
53	2	495	0.40	497
54	2	513	0.39	515
55	4	500	0.79	504
56	3	462	0.65	465
57	3	455	0.66	458
58	4	454	0.87	458
59	5	471	1.05	476
60	4	477	0.83	481
61	2	508	0.39	510
62	3	493	0.60	496
63	10	487	2.01	497
64	5	474	1.04	479
65	5	514	0.96	519
66	2	473	0.42	475
67	4	462	0.86	466
68	3	484	0.62	487
69	2	492	0.40	494
70	1	485	0.21	486
71	4	524	0.76	528
72	2	498	0.40	500
73	4	483	0.82	487
74	4	505	0.79	509
75	2	497	0.40	499
76	2	485	0.41	487
77	3	532	0.56	535
78	3	491	0.61	494
79	2	523	0.38	525
80	4	508	0.78	512
81	3	531	0.56	534
82	4	534	0.74	538
83	4	477	0.83	481
84	1	482	0.21	483
85	7	514	1.34	521
86	4	514	0.77	518
87	5	489	1.01	494
88	1	493	0.20	494
89	5	536	0.92	541
90	3	531	0.56	534
91	6	588	1.01	594
92	5	509	0.97	514
93	0	504	0.00	504
94	4	503	0.79	507
95	10	540	1.82	550
96	2	496	0.40	498
97	3	507	0.59	510
98	1	483	0.21	484
99	2	533	0.37	535
100	3	491	0.61	494
101	4	512	0.78	516
102	1	498	0.20	499
103	4	480	0.83	484
104	4	508	0.78	512
105	6	488	1.21	494
106	3	517	0.58	520
107	3	486	0.61	489
108	3	544	0.55	547
109	3	490	0.61	493
110	3	485	0.61	488
111	4	524	0.76	528
112	3	492	0.61	495
113	3	503	0.59	506
114	7	521	1.33	528
115	6	496	1.20	502
116	3	518	0.58	521
117	3	505	0.59	508
118	3	488	0.61	491
119	8	508	1.55	516
120	9	503	1.76	512
121	4	523	0.76	527
122	6	511	1.16	517
123	5	503	0.98	508
124	6	468	1.27	474
125	8	482	1.63	490
126	8	507	1.55	515
127	12	476	2.46	488
128	8	489	1.61	497
129	12	459	2.55	471
130	8	487	1.62	495
131	4	514	0.77	518
132	7	475	1.45	482
133	7	487	1.42	494
134	9	449	1.97	458
135	12	478	2.45	490
136	16	490	3.16	506
137	11	454	2.37	465
138	10	487	2.01	497
139	13	462	2.74	475
140	19	479	3.82	498
141	14	461	2.95	475
142	8	494	1.59	502
143	19	485	3.77	504
144	19	482	3.79	501
145	12	469	2.49	481
146	22	465	4.52	487
147	24	462	4.94	486
148	34	485	6.55	519
149	28	440	5.98	468
150	28	471	5.61	499
151	41	490	7.72	531

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	154	18	89.53	172
2	46	4	92.00	50
3	46	11	80.70	57
4	48	20	70.59	68
5	28	21	57.14	49
6	26	21	55.32	47
7	16	34	32.00	50
8	16	44	26.67	60
9	19	46	29.23	65
10	16	53	23.19	69
11	8	46	14.81	54
12	9	35	20.45	44
13	12	54	18.18	66
14	6	51	10.53	57
15	4	52	7.14	56
16	4	55	6.78	59
17	10	53	15.87	63
18	5	42	10.64	47
19	8	51	13.56	59
20	7	49	12.50	56
21	11	63	14.86	74
22	4	47	7.84	51
23	3	58	4.92	61
24	7	49	12.50	56
25	6	62	8.82	68
26	6	53	10.17	59
27	9	61	12.86	70
28	6	45	11.76	51
29	11	40	21.57	51
30	8	45	15.09	53
31	5	71	6.58	76
32	7	61	10.29	68
33	2	33	5.71	35
34	7	65	9.72	72
35	3	40	6.98	43
36	6	41	12.77	47
37	10	43	18.87	53
38	10	51	16.39	61
39	6	55	9.84	61
40	7	50	12.28	57
41	9	48	15.79	57
42	4	46	8.00	50
43	3	44	6.38	47
44	9	50	15.25	59
45	4	37	9.76	41
46	1	50	1.96	51
47	8	33	19.51	41
48	3	58	4.92	61
49	8	39	17.02	47
50	6	43	12.24	49
51	7	38	15.56	45
52	5	39	11.36	44
53	8	34	19.05	42
54	4	42	8.70	46
55	2	55	3.51	57
56	5	41	10.87	46
57	7	37	15.91	44
58	7	37	15.91	44
59	6	26	18.75	32
60	2	26	7.14	28
61	3	39	7.14	42
62	3	35	7.89	38
63	2	40	4.76	42
64	4	47	7.84	51
65	7	45	13.46	52
66	3	38	7.32	41
67	4	21	16.00	25
68	4	39	9.30	43
69	5	47	9.62	52
70	1	32	3.03	33
71	3	30	9.09	33
72	3	30	9.09	33
73	6	30	16.67	36
74	3	35	7.89	38
75	5	20	20.00	25
76	3	23	11.54	26
77	6	30	16.67	36
78	3	34	8.11	37
79	6	24	20.00	30
80	4	24	14.29	28
81	0	26	0.00	26
82	2	26	7.14	28
83	6	19	24.00	25
84	2	27	6.90	29
85	4	24	14.29	28
86	3	27	10.00	30
87	2	20	9.09	22
88	2	21	8.70	23
89	8	25	24.24	33
90	3	18	14.29	21
91	5	15	25.00	20
92	6	25	19.35	31
93	2	18	10.00	20
94	0	26	0.00	26
95	3	24	11.11	27
96	3	21	12.50	24
97	2	29	6.45	31
98	2	25	7.41	27
99	1	20	4.76	21
100	3	21	12.50	24
101	1	21	4.55	22
102	2	20	9.09	22
103	5	23	17.86	28
104	2	21	8.70	23
105	3	16	15.79	19
106	2	23	8.00	25
107	4	16	20.00	20
108	3	20	13.04	23
109	2	18	10.00	20
110	1	20	4.76	21
111	1	15	6.25	16
112	2	22	8.33	24
113	1	18	5.26	19
114	1	7	12.50	8
115	2	17	10.53	19
116	6	17	26.09	23
117	2	16	11.11	18
118	3	18	14.29	21
119	3	21	12.50	24
120	2	12	14.29	14
121	0	15	0.00	15
122	3	19	13.64	22
123	4	21	16.00	25
124	3	12	20.00	15
125	1	15	6.25	16
126	6	18	25.00	24
127	3	14	17.65	17
128	0	21	0.00	21
129	2	18	10.00	20
130	1	19	5.00	20
131	4	16	20.00	20
132	1	6	14.29	7
133	0	16	0.00	16
134	2	18	10.00	20
135	4	11	26.67	15
136	0	20	0.00	20
137	2	11	15.38	13
138	1	11	8.33	12
139	1	13	7.14	14
140	2	14	12.50	16
141	1	10	9.09	11
142	1	15	6.25	16
143	1	9	10.00	10
144	0	7	0.00	7
145	0	11	0.00	11
146	2	7	22.22	9
147	1	8	11.11	9
148	0	12	0.00	12
149	1	18	5.26	19
150	3	9	25.00	12
151	0	13	0.00	13

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	208	29	87.76	237
