CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	4	65	5.80	69
2	10	75	11.76	85
3	12	42	22.22	54
4	6	97	5.83	103
5	10	80	11.11	90
6	10	85	10.53	95
7	15	78	16.13	93
8	5	71	6.58	76
9	9	66	12.00	75
10	7	60	10.45	67
11	10	61	14.08	71
12	12	63	16.00	75
13	13	71	15.48	84
14	5	71	6.58	76
15	11	65	14.47	76
16	15	77	16.30	92
17	12	59	16.90	71
18	13	59	18.06	72
19	7	58	10.77	65
20	9	66	12.00	75
21	8	79	9.20	87
22	7	70	9.09	77
23	10	83	10.75	93
24	7	75	8.54	82
25	9	60	13.04	69
26	7	70	9.09	77
27	10	54	15.62	64
28	14	79	15.05	93
29	10	61	14.08	71
30	13	82	13.68	95
31	12	62	16.22	74
32	9	56	13.85	65
33	8	83	8.79	91
34	12	65	15.58	77
35	8	61	11.59	69
36	6	63	8.70	69
37	6	66	8.33	72
38	8	71	10.13	79
39	12	77	13.48	89
40	3	63	4.55	66
41	4	76	5.00	80
42	14	71	16.47	85
43	9	80	10.11	89
44	9	62	12.68	71
45	5	71	6.58	76
46	11	62	15.07	73
47	11	73	13.10	84
48	8	55	12.70	63
49	7	64	9.86	71
50	9	62	12.68	71
51	11	57	16.18	68
52	6	69	8.00	75
53	8	70	10.26	78
54	8	75	9.64	83
55	6	85	6.59	91
56	5	55	8.33	60
57	4	73	5.19	77
58	6	70	7.89	76
59	6	77	7.23	83
60	9	69	11.54	78
61	3	62	4.62	65
62	7	72	8.86	79
63	8	72	10.00	80
64	6	69	8.00	75
65	9	73	10.98	82
66	7	77	8.33	84
67	13	76	14.61	89
68	5	71	6.58	76
69	4	67	5.63	71
70	4	68	5.56	72
71	11	52	17.46	63
72	10	76	11.63	86
73	8	82	8.89	90
74	7	71	8.97	78
75	10	71	12.35	81
76	10	73	12.05	83
77	11	72	13.25	83
78	7	72	8.86	79
79	9	80	10.11	89
80	8	57	12.31	65
81	11	67	14.10	78
82	9	60	13.04	69
83	6	59	9.23	65
84	5	71	6.58	76
85	8	66	10.81	74
86	7	68	9.33	75
87	11	62	15.07	73
88	8	60	11.76	68
89	3	60	4.76	63
90	11	79	12.22	90
91	8	75	9.64	83
92	14	85	14.14	99
93	10	79	11.24	89
94	11	78	12.36	89
95	9	60	13.04	69
96	6	77	7.23	83
97	10	61	14.08	71
98	4	64	5.88	68
99	12	58	17.14	70
100	9	72	11.11	81
101	6	81	6.90	87
102	10	78	11.36	88
103	8	84	8.70	92
104	6	65	8.45	71
105	7	68	9.33	75
106	12	66	15.38	78
107	10	60	14.29	70
108	8	82	8.89	90
109	5	67	6.94	72
110	14	72	16.28	86
111	3	80	3.61	83
112	14	61	18.67	75
113	11	68	13.92	79
114	13	67	16.25	80
115	9	73	10.98	82
116	8	69	10.39	77
117	9	80	10.11	89
118	8	81	8.99	89
119	10	68	12.82	78
120	8	65	10.96	73
121	9	56	13.85	65
122	10	76	11.63	86
123	14	74	15.91	88
124	7	64	9.86	71
125	6	71	7.79	77
126	10	78	11.36	88
127	6	86	6.52	92
128	7	65	9.72	72
129	11	68	13.92	79
130	6	65	8.45	71
131	10	75	11.76	85
132	6	80	6.98	86
133	11	78	12.36	89
134	10	66	13.16	76
135	4	64	5.88	68
136	6	68	8.11	74
137	10	88	10.20	98
138	12	65	15.58	77
139	10	66	13.16	76
140	16	76	17.39	92
141	11	65	14.47	76
142	8	64	11.11	72
143	6	62	8.82	68
144	8	57	12.31	65
145	15	54	21.74	69
146	10	45	18.18	55
147	10	48	17.24	58
148	13	61	17.57	74
149	16	66	19.51	82
150	9	58	13.43	67
151	24	61	28.24	85

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	2	158	1.25	160
2	2	98	2.00	100
3	1	86	1.15	87
4	0	96	0.00	96
5	1	111	0.89	112
6	2	98	2.00	100
7	0	114	0.00	114
8	0	113	0.00	113
9	1	97	1.02	98
10	0	96	0.00	96
11	0	120	0.00	120
12	1	133	0.75	134
13	0	90	0.00	90
14	0	109	0.00	109
15	0	114	0.00	114
16	3	125	2.34	128
17	0	97	0.00	97
18	1	101	0.98	102
19	2	112	1.75	114
20	0	119	0.00	119
21	1	112	0.88	113
22	2	80	2.44	82
23	0	104	0.00	104
24	1	112	0.88	113
25	1	130	0.76	131
26	4	112	3.45	116
27	1	95	1.04	96
28	0	114	0.00	114
29	0	108	0.00	108
30	0	98	0.00	98
31	1	115	0.86	116
32	1	109	0.91	110
33	2	114	1.72	116
34	0	111	0.00	111
35	1	110	0.90	111
36	1	107	0.93	108
37	1	91	1.09	92
38	2	108	1.82	110
39	0	107	0.00	107
40	0	116	0.00	116
