CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	2	50	3.85	52
2	12	81	12.90	93
3	13	65	16.67	78
4	10	85	10.53	95
5	12	75	13.79	87
6	17	78	17.89	95
7	11	88	11.11	99
8	11	61	15.28	72
9	5	69	6.76	74
10	12	73	14.12	85
11	8	80	9.09	88
12	9	69	11.54	78
13	11	80	12.09	91
14	10	50	16.67	60
15	9	67	11.84	76
16	18	78	18.75	96
17	7	53	11.67	60
18	16	57	21.92	73
19	10	68	12.82	78
20	14	67	17.28	81
21	10	85	10.53	95
22	12	76	13.64	88
23	5	52	8.77	57
24	9	60	13.04	69
25	14	61	18.67	75
26	5	58	7.94	63
27	10	61	14.08	71
28	12	58	17.14	70
29	8	57	12.31	65
30	9	68	11.69	77
31	13	73	15.12	86
32	6	82	6.82	88
33	11	67	14.10	78
34	7	53	11.67	60
35	6	62	8.82	68
36	7	71	8.97	78
37	13	83	13.54	96
38	8	60	11.76	68
39	9	67	11.84	76
40	6	73	7.59	79
41	15	72	17.24	87
42	8	62	11.43	70
43	9	65	12.16	74
44	3	58	4.92	61
45	9	56	13.85	65
46	8	75	9.64	83
47	11	64	14.67	75
48	12	72	14.29	84
49	9	74	10.84	83
50	8	78	9.30	86
51	13	71	15.48	84
52	9	72	11.11	81
53	6	65	8.45	71
54	10	81	10.99	91
55	6	70	7.89	76
56	13	64	16.88	77
57	9	69	11.54	78
58	14	76	15.56	90
59	8	61	11.59	69
60	7	72	8.86	79
61	6	55	9.84	61
62	11	71	13.41	82
63	14	61	18.67	75
64	12	67	15.19	79
65	7	74	8.64	81
66	15	62	19.48	77
67	9	60	13.04	69
68	9	67	11.84	76
69	9	72	11.11	81
70	12	76	13.64	88
71	2	67	2.90	69
72	14	70	16.67	84
73	6	88	6.38	94
74	10	71	12.35	81
75	13	59	18.06	72
76	12	75	13.79	87
77	11	65	14.47	76
78	8	65	10.96	73
79	9	76	10.59	85
80	13	82	13.68	95
81	14	57	19.72	71
82	5	83	5.68	88
83	3	63	4.55	66
84	9	63	12.50	72
85	8	71	10.13	79
86	7	85	7.61	92
87	9	64	12.33	73
88	17	58	22.67	75
89	11	65	14.47	76
90	11	73	13.10	84
91	11	53	17.19	64
92	14	56	20.00	70
93	11	77	12.50	88
94	11	83	11.70	94
95	8	75	9.64	83
96	11	87	11.22	98
97	6	66	8.33	72
98	10	73	12.05	83
99	7	66	9.59	73
100	4	70	5.41	74
101	10	61	14.08	71
102	11	61	15.28	72
103	9	61	12.86	70
104	4	79	4.82	83
105	9	68	11.69	77
106	10	84	10.64	94
107	8	59	11.94	67
108	7	84	7.69	91
109	11	88	11.11	99
110	10	63	13.70	73
111	6	73	7.59	79
112	5	70	6.67	75
113	11	60	15.49	71
114	13	67	16.25	80
115	12	65	15.58	77
116	11	85	11.46	96
117	6	75	7.41	81
118	6	67	8.22	73
119	13	62	17.33	75
120	11	71	13.41	82
121	9	84	9.68	93
122	10	81	10.99	91
123	12	78	13.33	90
124	6	77	7.23	83
125	7	70	9.09	77
126	8	63	11.27	71
127	15	64	18.99	79
128	7	60	10.45	67
129	13	64	16.88	77
130	8	58	12.12	66
131	7	74	8.64	81
132	8	68	10.53	76
133	15	77	16.30	92
134	17	61	21.79	78
135	10	50	16.67	60
136	9	68	11.69	77
137	4	49	7.55	53
138	10	81	10.99	91
139	13	61	17.57	74
140	9	84	9.68	93
141	16	72	18.18	88
142	8	62	11.43	70
143	7	69	9.21	76
144	8	52	13.33	60
145	15	72	17.24	87
146	16	64	20.00	80
147	13	57	18.57	70
148	15	45	25.00	60
149	14	63	18.18	77
150	11	53	17.19	64
151	15	63	19.23	78

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	111	0.00	111
2	0	98	0.00	98
3	0	82	0.00	82
4	0	113	0.00	113
5	1	119	0.83	120
6	0	108	0.00	108
7	1	113	0.88	114
8	1	98	1.01	99
9	0	113	0.00	113
10	0	115	0.00	115
11	1	101	0.98	102
12	1	101	0.98	102
13	1	110	0.90	111
14	1	106	0.93	107
15	0	121	0.00	121
16	2	119	1.65	121
17	1	115	0.86	116
18	0	100	0.00	100
19	0	117	0.00	117
20	0	123	0.00	123
21	0	117	0.00	117
22	1	97	1.02	98
23	1	105	0.94	106
24	3	112	2.61	115
25	1	125	0.79	126
26	0	109	0.00	109
27	1	108	0.92	109
28	0	109	0.00	109
29	1	117	0.85	118
30	1	124	0.80	125
31	0	117	0.00	117
32	0	110	0.00	110
33	1	118	0.84	119
34	1	103	0.96	104
35	1	113	0.88	114
36	0	108	0.00	108
37	0	108	0.00	108
38	2	96	2.04	98
39	1	99	1.00	100
40	0	103	0.00	103
41	0	97	0.00	97
42	1	113	0.88	114
43	0	92	0.00	92
44	0	124	0.00	124
45	1	85	1.16	86
46	1	89	1.11	90
47	0	108	0.00	108
48	3	110	2.65	113
49	0	102	0.00	102
50	0	114	0.00	114
51	1	115	0.86	116
52	1	119	0.83	120
53	2	102	1.92	104
54	0	125	0.00	125
55	0	104	0.00	104
56	0	109	0.00	109
57	1	100	0.99	101
58	0	120	0.00	120
59	0	117	0.00	117
60	0	102	0.00	102
61	2	124	1.59	126
62	2	94	2.08	96
