CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	5	73	6.41	78
2	18	94	16.07	112
3	6	63	8.70	69
4	11	98	10.09	109
5	11	75	12.79	86
6	12	105	10.26	117
7	7	103	6.36	110
8	10	77	11.49	87
9	8	76	9.52	84
10	12	71	14.46	83
11	11	87	11.22	98
12	9	65	12.16	74
13	9	92	8.91	101
14	13	78	14.29	91
15	14	86	14.00	100
16	7	83	7.78	90
17	7	81	7.95	88
18	7	101	6.48	108
19	9	88	9.28	97
20	10	90	10.00	100
21	12	88	12.00	100
22	6	85	6.59	91
23	14	92	13.21	106
24	12	63	16.00	75
25	5	63	7.35	68
26	17	76	18.28	93
27	18	71	20.22	89
28	10	80	11.11	90
29	8	91	8.08	99
30	4	84	4.55	88
31	11	79	12.22	90
32	8	78	9.30	86
33	8	84	8.70	92
34	12	63	16.00	75
35	16	78	17.02	94
36	11	74	12.94	85
37	12	69	14.81	81
38	9	78	10.34	87
39	8	73	9.88	81
40	16	88	15.38	104
41	10	70	12.50	80
42	14	94	12.96	108
43	12	90	11.76	102
44	13	82	13.68	95
45	12	80	13.04	92
46	14	79	15.05	93
47	16	72	18.18	88
48	9	94	8.74	103
49	9	84	9.68	93
50	22	91	19.47	113
51	14	73	16.09	87
52	6	100	5.66	106
53	10	75	11.76	85
54	14	84	14.29	98
55	17	74	18.68	91
56	6	93	6.06	99
57	14	83	14.43	97
58	10	84	10.64	94
59	8	74	9.76	82
60	13	55	19.12	68
61	9	84	9.68	93
62	12	87	12.12	99
63	12	76	13.64	88
64	17	81	17.35	98
65	7	71	8.97	78
66	10	94	9.62	104
67	11	74	12.94	85
68	16	85	15.84	101
69	12	80	13.04	92
70	12	85	12.37	97
71	12	82	12.77	94
72	8	87	8.42	95
73	14	91	13.33	105
74	8	78	9.30	86
75	9	80	10.11	89
76	6	89	6.32	95
77	13	89	12.75	102
78	10	74	11.90	84
79	12	71	14.46	83
80	16	94	14.55	110
81	2	87	2.25	89
82	6	87	6.45	93
83	11	92	10.68	103
84	17	81	17.35	98
85	10	90	10.00	100
86	11	85	11.46	96
87	16	78	17.02	94
88	6	79	7.06	85
89	9	78	10.34	87
90	10	88	10.20	98
91	11	81	11.96	92
92	11	97	10.19	108
93	12	92	11.54	104
94	10	67	12.99	77
95	14	84	14.29	98
96	13	95	12.04	108
97	8	72	10.00	80
98	14	97	12.61	111
99	10	67	12.99	77
100	14	83	14.43	97
101	17	85	16.67	102
102	9	69	11.54	78
103	11	80	12.09	91
104	15	80	15.79	95
105	9	86	9.47	95
106	10	71	12.35	81
107	4	77	4.94	81
108	13	95	12.04	108
109	11	88	11.11	99
110	9	91	9.00	100
111	15	73	17.05	88
112	7	84	7.69	91
113	11	92	10.68	103
114	15	69	17.86	84
115	13	77	14.44	90
116	10	72	12.20	82
117	15	72	17.24	87
118	9	78	10.34	87
119	12	82	12.77	94
120	20	79	20.20	99
121	13	83	13.54	96
122	10	87	10.31	97
123	13	101	11.40	114
124	13	86	13.13	99
125	17	87	16.35	104
126	4	91	4.21	95
127	5	73	6.41	78
128	7	107	6.14	114
129	11	92	10.68	103
130	12	79	13.19	91
131	16	85	15.84	101
132	12	72	14.29	84
133	14	88	13.73	102
134	13	85	13.27	98
135	8	66	10.81	74
136	13	72	15.29	85
137	17	67	20.24	84
138	8	81	8.99	89
139	10	67	12.99	77
140	15	70	17.65	85
141	9	80	10.11	89
142	12	61	16.44	73
143	10	71	12.35	81
144	10	92	9.80	102
145	14	71	16.47	85
146	8	82	8.89	90
147	16	74	17.78	90
148	8	60	11.76	68
149	18	82	18.00	100
150	12	77	13.48	89
151	24	82	22.64	106

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	2	141	1.40	143
2	0	121	0.00	121
3	2	85	2.30	87
4	1	122	0.81	123
5	0	143	0.00	143
6	0	118	0.00	118
7	1	88	1.12	89
8	1	106	0.93	107
9	0	118	0.00	118
10	1	91	1.09	92
11	1	123	0.81	124
12	2	148	1.33	150
13	1	111	0.89	112
14	1	90	1.10	91
15	0	119	0.00	119
16	1	108	0.92	109
17	1	121	0.82	122
18	0	127	0.00	127
19	1	106	0.93	107
20	1	122	0.81	123
21	0	134	0.00	134
22	0	134	0.00	134
23	0	119	0.00	119
24	0	110	0.00	110
25	0	126	0.00	126
26	3	110	2.65	113
27	1	108	0.92	109
28	0	103	0.00	103
29	1	125	0.79	126
30	0	118	0.00	118
31	0	122	0.00	122
32	1	130	0.76	131
33	0	120	0.00	120
34	0	128	0.00	128
35	1	111	0.89	112
36	0	114	0.00	114
37	1	112	0.88	113
38	1	116	0.85	117
39	0	104	0.00	104
40	2	120	1.64	122
41	1	125	0.79	126
42	0	130	0.00	130
43	2	132	1.49	134
44	1	141	0.70	142
45	1	117	0.85	118
46	0	138	0.00	138
47	0	126	0.00	126
48	2	144	1.37	146
49	0	121	0.00	121
50	1	111	0.89	112
51	1	123	0.81	124
52	0	130	0.00	130
53	0	102	0.00	102
54	0	117	0.00	117
55	0	126	0.00	126
56	0	120	0.00	120
57	1	134	0.74	135
58	3	136	2.16	139
59	0	105	0.00	105
60	1	125	0.79	126
61	1	115	0.86	116
62	0	135	0.00	135
63	0	118	0.00	118
64	0	115	0.00	115
65	0	109	0.00	109
66	1	112	0.88	113
67	0	131	0.00	131
68	1	127	0.78	128
69	0	106	0.00	106
70	2	102	1.92	104
71	0	114	0.00	114
72	2	140	1.41	142
73	1	130	0.76	131
74	1	133	0.75	134
75	0	117	0.00	117
76	0	122	0.00	122
77	0	113	0.00	113
78	0	135	0.00	135
79	0	113	0.00	113
80	0	117	0.00	117
81	1	136	0.73	137
82	0	105	0.00	105
83	0	121	0.00	121
84	1	121	0.82	122
85	0	120	0.00	120
86	0	125	0.00	125
87	2	121	1.63	123
88	1	125	0.79	126
89	1	126	0.79	127
90	0	121	0.00	121
91	1	152	0.65	153
92	0	131	0.00	131
93	2	102	1.92	104
94	2	120	1.64	122
95	0	134	0.00	134
96	0	131	0.00	131
97	0	123	0.00	123
98	1	107	0.93	108
99	3	119	2.46	122
100	1	111	0.89	112
101	0	108	0.00	108
102	0	126	0.00	126
103	1	121	0.82	122
104	2	134	1.47	136
105	1	118	0.84	119
106	4	117	3.31	121
107	0	129	0.00	129
108	0	108	0.00	108
109	0	105	0.00	105
110	0	112	0.00	112
111	2	132	1.49	134
112	0	134	0.00	134
113	1	126	0.79	127
114	0	128	0.00	128
115	0	144	0.00	144
116	0	126	0.00	126
117	0	112	0.00	112
118	0	120	0.00	120
119	0	111	0.00	111
120	0	112	0.00	112
121	0	119	0.00	119
122	2	125	1.57	127
123	2	102	1.92	104
124	3	133	2.21	136
125	1	118	0.84	119
126	0	134	0.00	134
127	2	130	1.52	132
128	0	105	0.00	105
129	0	108	0.00	108
130	1	112	0.88	113
131	0	103	0.00	103
132	2	105	1.87	107
133	3	128	2.29	131
134	3	115	2.54	118
135	2	114	1.72	116
136	1	98	1.01	99
137	0	134	0.00	134
138	2	98	2.00	100
139	4	100	3.85	104
140	3	113	2.59	116
141	4	105	3.67	109
142	4	102	3.77	106
143	4	117	3.31	121
144	1	104	0.95	105
145	0	104	0.00	104
146	1	114	0.87	115
147	7	110	5.98	117
148	6	106	5.36	112
149	9	116	7.20	125
150	8	109	6.84	117
151	8	102	7.27	110

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	4	511	0.78	515
2	1	414	0.24	415
3	5	337	1.46	342
4	5	452	1.09	457
5	1	503	0.20	504
6	4	496	0.80	500
7	3	458	0.65	461
8	6	452	1.31	458
9	2	459	0.43	461
10	2	489	0.41	491
11	3	497	0.60	500
12	1	501	0.20	502
13	3	513	0.58	516
14	6	505	1.17	511
15	6	518	1.15	524
16	4	501	0.79	505
17	8	510	1.54	518
18	3	503	0.59	506
19	1	519	0.19	520
20	3	531	0.56	534
21	4	498	0.80	502
22	0	498	0.00	498
23	2	524	0.38	526
24	1	518	0.19	519
25	3	511	0.58	514
26	3	482	0.62	485
27	2	493	0.40	495
28	2	518	0.38	520
29	3	501	0.60	504
30	4	541	0.73	545
31	3	565	0.53	568
32	2	543	0.37	545
33	6	569	1.04	575
34	7	490	1.41	497
35	1	496	0.20	497
36	3	531	0.56	534
37	1	499	0.20	500
38	2	551	0.36	553
39	2	512	0.39	514
40	4	523	0.76	527
41	4	522	0.76	526
42	3	537	0.56	540
43	3	531	0.56	534
44	4	501	0.79	505
45	2	539	0.37	541
46	3	533	0.56	536
47	2	537	0.37	539
48	4	496	0.80	500
49	0	468	0.00	468
50	2	508	0.39	510
51	1	500	0.20	501
52	3	527	0.57	530
53	7	546	1.27	553
54	2	495	0.40	497
55	2	524	0.38	526
56	2	522	0.38	524
57	3	484	0.62	487
58	4	525	0.76	529
59	4	493	0.80	497
60	1	548	0.18	549
61	4	532	0.75	536
62	6	518	1.15	524
63	3	520	0.57	523
64	4	525	0.76	529
65	7	491	1.41	498
66	2	563	0.35	565
67	1	528	0.19	529
68	1	505	0.20	506
69	1	545	0.18	546
70	6	528	1.12	534
71	3	550	0.54	553
72	3	500	0.60	503
73	4	538	0.74	542
74	4	541	0.73	545
75	2	530	0.38	532
76	3	552	0.54	555
77	2	541	0.37	543
78	3	494	0.60	497
79	2	522	0.38	524
80	2	552	0.36	554
81	2	518	0.38	520
82	1	520	0.19	521
83	2	520	0.38	522
84	6	505	1.17	511
85	1	517	0.19	518
86	2	558	0.36	560
87	2	525	0.38	527
88	5	480	1.03	485
89	2	489	0.41	491
90	0	514	0.00	514
91	2	504	0.40	506
92	2	472	0.42	474
93	3	499	0.60	502
94	4	467	0.85	471
95	5	485	1.02	490
96	4	508	0.78	512
97	0	470	0.00	470
98	2	533	0.37	535
99	2	521	0.38	523
100	1	556	0.18	557
101	7	575	1.20	582
102	5	500	0.99	505
103	2	526	0.38	528
104	1	517	0.19	518
105	2	510	0.39	512
106	3	496	0.60	499
107	4	497	0.80	501
108	1	505	0.20	506
109	4	486	0.82	490
110	5	537	0.92	542
111	4	543	0.73	547
112	3	529	0.56	532
113	6	563	1.05	569
114	6	526	1.13	532
115	2	538	0.37	540
116	4	533	0.74	537
117	1	521	0.19	522
118	4	530	0.75	534
119	3	536	0.56	539
120	2	524	0.38	526
121	5	550	0.90	555
122	9	522	1.69	531
123	5	503	0.98	508
124	12	488	2.40	500
125	8	546	1.44	554
126	2	504	0.40	506
127	5	525	0.94	530
128	5	474	1.04	479
129	10	477	2.05	487
130	8	508	1.55	516
131	11	525	2.05	536
132	16	514	3.02	530
133	10	504	1.95	514
134	11	504	2.14	515
135	9	464	1.90	473
136	7	538	1.28	545
137	18	514	3.38	532
138	12	491	2.39	503
139	18	456	3.80	474
140	13	492	2.57	505
141	12	479	2.44	491
142	20	463	4.14	483
143	21	478	4.21	499
144	25	469	5.06	494
145	19	432	4.21	451
146	28	440	5.98	468
147	15	467	3.11	482
148	30	475	5.94	505
149	50	443	10.14	493
150	35	471	6.92	506
151	44	484	8.33	528

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	160	28	85.11	188
2	58	9	86.57	67
3	47	12	79.66	59
4	39	22	63.93	61
5	32	21	60.38	53
6	26	24	52.00	50
7	17	35	32.69	52
8	9	35	20.45	44
9	10	54	15.62	64
10	19	56	25.33	75
11	15	60	20.00	75
12	13	46	22.03	59
13	11	62	15.07	73
14	10	66	13.16	76
15	12	57	17.39	69
