CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	2	49	3.92	51
2	13	84	13.40	97
3	10	53	15.87	63
4	9	102	8.11	111
5	7	71	8.97	78
6	6	99	5.71	105
7	7	86	7.53	93
8	9	63	12.50	72
9	9	88	9.28	97
10	9	76	10.59	85
11	17	86	16.50	103
12	11	61	15.28	72
13	13	62	17.33	75
14	14	62	18.42	76
15	10	60	14.29	70
16	9	61	12.86	70
17	6	81	6.90	87
18	11	79	12.22	90
19	4	64	5.88	68
20	9	86	9.47	95
21	16	78	17.02	94
22	11	67	14.10	78
23	7	77	8.33	84
24	12	74	13.95	86
25	12	58	17.14	70
26	5	84	5.62	89
27	3	79	3.66	82
28	14	67	17.28	81
29	7	63	10.00	70
30	12	83	12.63	95
31	11	80	12.09	91
32	6	72	7.69	78
33	10	74	11.90	84
34	9	66	12.00	75
35	4	70	5.41	74
36	7	69	9.21	76
37	13	63	17.11	76
38	10	66	13.16	76
39	7	83	7.78	90
40	9	71	11.25	80
41	3	83	3.49	86
42	5	80	5.88	85
43	6	72	7.69	78
44	8	66	10.81	74
45	10	78	11.36	88
46	9	76	10.59	85
47	14	69	16.87	83
48	9	69	11.54	78
49	11	66	14.29	77
50	8	73	9.88	81
51	5	87	5.43	92
52	9	73	10.98	82
53	10	64	13.51	74
54	10	87	10.31	97
55	14	59	19.18	73
56	9	73	10.98	82
57	13	74	14.94	87
58	10	77	11.49	87
59	9	62	12.68	71
60	7	86	7.53	93
61	7	63	10.00	70
62	9	64	12.33	73
63	8	76	9.52	84
64	18	70	20.45	88
65	6	67	8.22	73
66	6	75	7.41	81
67	6	72	7.69	78
68	11	75	12.79	86
69	6	84	6.67	90
70	7	66	9.59	73
71	10	72	12.20	82
72	15	55	21.43	70
73	5	64	7.25	69
74	9	78	10.34	87
75	10	75	11.76	85
76	12	69	14.81	81
77	5	68	6.85	73
78	4	77	4.94	81
79	3	74	3.90	77
80	13	78	14.29	91
81	11	64	14.67	75
82	10	77	11.49	87
83	8	75	9.64	83
84	6	79	7.06	85
85	8	78	9.30	86
86	6	62	8.82	68
87	12	71	14.46	83
88	8	77	9.41	85
89	11	82	11.83	93
90	5	78	6.02	83
91	9	98	8.41	107
92	9	55	14.06	64
93	8	78	9.30	86
94	12	71	14.46	83
95	9	57	13.64	66
96	9	69	11.54	78
97	10	67	12.99	77
98	9	69	11.54	78
99	12	77	13.48	89
100	7	63	10.00	70
101	6	70	7.89	76
102	12	73	14.12	85
103	13	74	14.94	87
104	10	63	13.70	73
105	11	87	11.22	98
106	8	76	9.52	84
107	4	80	4.76	84
108	7	70	9.09	77
109	9	80	10.11	89
110	9	72	11.11	81
111	8	78	9.30	86
112	9	63	12.50	72
113	14	72	16.28	86
114	8	71	10.13	79
